node idx,drug id
1873,DB06202
1874,DB06203
1875,DB06204
1876,DB06205
1877,DB06206
1878,DB06207
1879,DB06209
1880,DB06210
1881,DB06211
1882,DB06212
1883,DB06213
1884,DB06215
1885,DB06216
1886,DB06217
1887,DB06218
1888,DB06219
1889,DB06228
1890,DB06230
1891,DB06233
1892,DB06234
1893,DB06235
1894,DB06236
1895,DB06237
1896,DB06240
1897,DB06241
1898,DB06245
1899,DB06246
1900,DB06250
1901,DB06251
1902,DB06255
1903,DB06261
1904,DB06262
1905,DB06263
1906,DB06264
1907,DB06266
1908,DB06267
1909,DB06268
1910,DB06271
1911,DB06272
1912,DB06273
1913,DB06274
1914,DB06282
1915,DB06283
1916,DB06285
1917,DB06287
1918,DB06288
1919,DB06290
1920,DB06292
1921,DB06293
1922,DB06294
1923,DB06302
1924,DB06304
1925,DB06305
1926,DB06310
1927,DB06317
1928,DB06318
1929,DB06322
1930,DB06324
1931,DB06325
1932,DB06334
1933,DB06335
1934,DB06342
1935,DB06343
1936,DB06358
1937,DB06360
1938,DB06365
1939,DB06366
1940,DB06370
1941,DB06371
1942,DB06372
1943,DB06379
1944,DB06395
1945,DB06400
1946,DB06401
1947,DB06402
1948,DB06403
1949,DB06404
1950,DB06406
1951,DB06408
1952,DB06410
1953,DB06412
1954,DB06413
1955,DB06414
1956,DB06415
1957,DB06419
1958,DB06420
1959,DB06421
1960,DB06422
1961,DB06423
1962,DB06433
1963,DB06436
1964,DB06440
1965,DB06441
1966,DB06442
1967,DB06445
1968,DB06446
1969,DB06458
1970,DB06461
1971,DB06467
1972,DB06468
1973,DB06469
1974,DB06470
1975,DB06474
1976,DB06478
1977,DB06479
1978,DB06480
1979,DB06506
1980,DB06510
1981,DB06512
1982,DB06517
1983,DB06527
1984,DB06529
1985,DB06534
1986,DB06535
1987,DB06543
1988,DB06550
1989,DB06554
1990,DB06557
1991,DB06558
1992,DB06575
1993,DB06579
1994,DB06582
1995,DB06584
1996,DB06587
1997,DB06589
1998,DB06590
1999,DB06594
2000,DB06595
2001,DB06599
2002,DB06600
2003,DB06602
2004,DB06603
2005,DB06605
2006,DB06606
2007,DB06607
2008,DB06608
2009,DB06611
2010,DB06612
2011,DB06614
2012,DB06616
2013,DB06623
2014,DB06624
2015,DB06626
2016,DB06635
2017,DB06636
2018,DB06637
2019,DB06643
2020,DB06647
2021,DB06650
2022,DB06652
2023,DB06654
2024,DB06655
2025,DB06659
2026,DB06660
2027,DB06662
2028,DB06663
2029,DB06670
2030,DB06674
2031,DB06678
2032,DB06679
2033,DB06681
2034,DB06683
2035,DB06684
2036,DB06685
2037,DB06688
2038,DB06690
2039,DB06691
2040,DB06692
2041,DB06693
2042,DB06694
2043,DB06695
2044,DB06696
2045,DB06697
2046,DB06698
2047,DB06699
2048,DB06700
2049,DB06701
2050,DB06702
2051,DB06704
2052,DB06705
2053,DB06706
2054,DB06707
2055,DB06708
2056,DB06709
2057,DB06710
2058,DB06711
2059,DB06712
2060,DB06713
2061,DB06715
2062,DB06716
2063,DB06717
2064,DB06718
2065,DB06719
2066,DB06721
2067,DB06723
2068,DB06724
2069,DB06725
2070,DB06726
2071,DB06727
2072,DB06728
2073,DB06729
2074,DB06730
2075,DB06731
2076,DB06732
2077,DB06733
2078,DB06735
2079,DB06736
2080,DB06737
2081,DB06738
2082,DB06739
2083,DB06741
2084,DB06742
2085,DB06748
2086,DB06749
2087,DB06751
2088,DB06753
2089,DB06754
2090,DB06755
2091,DB06756
2092,DB06759
2093,DB06761
2094,DB06762
2095,DB06763
2096,DB06764
2097,DB06766
2098,DB06767
2099,DB06769
2100,DB06770
2101,DB06771
2102,DB06772
2103,DB06773
2104,DB06774
2105,DB06777
2106,DB06779
2107,DB06780
2108,DB06781
2109,DB06782
2110,DB06783
2111,DB06786
2112,DB06787
2113,DB06788
2114,DB06789
2115,DB06791
2116,DB06792
2117,DB06793
2118,DB06795
2119,DB06796
2120,DB06797
2121,DB06799
2122,DB06800
2123,DB06802
2124,DB06803
2125,DB06804
2126,DB06807
2127,DB06809
2128,DB06810
2129,DB06811
2130,DB06813
2131,DB06814
2132,DB06815
2133,DB06817
2134,DB06819
2135,DB06820
2136,DB06821
2137,DB06822
2138,DB06823
2139,DB06824
2140,DB06825
2141,DB06826
2142,DB06827
2143,DB07069
2144,DB07118
2145,DB07232
2146,DB07348
2147,DB07374
2148,DB07402
2149,DB07447
2150,DB07477
2151,DB07565
2152,DB07615
2153,DB07637
2154,DB07706
2155,DB07715
2156,DB07720
2157,DB07767
2158,DB07768
2159,DB07780
2160,DB07841
2161,DB07931
2162,DB07954
2163,DB07996
2164,DB08059
2165,DB08162
2166,DB08167
2167,DB08188
2168,DB08313
2169,DB08329
2170,DB08382
2171,DB08399
2172,DB08437
2173,DB08439
2174,DB08455
2175,DB08486
2176,DB08496
2177,DB08502
2178,DB08550
2179,DB08619
2180,DB08621
2181,DB08633
2182,DB08639
2183,DB08735
2184,DB08736
2185,DB08783
2186,DB08794
2187,DB08795
2188,DB08797
2189,DB08798
2190,DB08799
2191,DB08800
2192,DB08801
2193,DB08802
2194,DB08804
2195,DB08805
2196,DB08806
2197,DB08807
2198,DB08808
2199,DB08810
2200,DB08811
2201,DB08813
2202,DB08814
2203,DB08815
2204,DB08816
2205,DB08819
2206,DB08820
2207,DB08822
2208,DB08824
2209,DB08826
2210,DB08827
2211,DB08828
2212,DB08830
2213,DB08833
2214,DB08834
2215,DB08836
2216,DB08837
2217,DB08838
2218,DB08839
2219,DB08840
2220,DB08841
2221,DB08844
2222,DB08846
2223,DB08857
2224,DB08858
2225,DB08860
2226,DB08861
2227,DB08862
2228,DB08864
2229,DB08865
2230,DB08867
2231,DB08868
2232,DB08869
2233,DB08870
2234,DB08871
2235,DB08872
2236,DB08873
2237,DB08874
2238,DB08875
2239,DB08877
2240,DB08878
2241,DB08879
2242,DB08880
2243,DB08881
2244,DB08882
2245,DB08883
2246,DB08884
2247,DB08885
2248,DB08886
2249,DB08887
2250,DB08889
2251,DB08890
2252,DB08892
2253,DB08893
2254,DB08894
2255,DB08895
2256,DB08896
2257,DB08897
2258,DB08898
2259,DB08899
2260,DB08900
2261,DB08901
2262,DB08902
2263,DB08903
2264,DB08904
2265,DB08905
2266,DB08906
2267,DB08907
2268,DB08908
2269,DB08909
2270,DB08910
2271,DB08911
2272,DB08912
2273,DB08913
2274,DB08916
2275,DB08917
2276,DB08918
2277,DB08922
2278,DB08925
2279,DB08927
2280,DB08930
2281,DB08931
2282,DB08932
2283,DB08933
2284,DB08934
2285,DB08935
2286,DB08936
2287,DB08938
2288,DB08940
2289,DB08941
2290,DB08942
2291,DB08943
2292,DB08947
2293,DB08949
2294,DB08950
2295,DB08951
2296,DB08952
2297,DB08953
2298,DB08954
2299,DB08955
2300,DB08957
2301,DB08958
2302,DB08960
2303,DB08961
2304,DB08962
2305,DB08964
2306,DB08965
2307,DB08967
2308,DB08970
2309,DB08971
2310,DB08972
2311,DB08974
2312,DB08976
2313,DB08980
2314,DB08981
2315,DB08983
2316,DB08984
2317,DB08985
2318,DB08986
2319,DB08987
2320,DB08991
2321,DB08992
2322,DB08993
2323,DB08994
2324,DB08996
2325,DB08997
2326,DB08999
2327,DB09000
2328,DB09001
2329,DB09007
2330,DB09008
2331,DB09009
2332,DB09010
2333,DB09011
2334,DB09013
2335,DB09014
2336,DB09015
2337,DB09016
2338,DB09017
2339,DB09018
2340,DB09020
2341,DB09021
2342,DB09022
2343,DB09023
2344,DB09026
2345,DB09027
2346,DB09029
2347,DB09030
2348,DB09031
2349,DB09033
2350,DB09034
2351,DB09035
2352,DB09036
2353,DB09037
2354,DB09038
2355,DB09039
2356,DB09042
2357,DB09043
2358,DB09045
2359,DB09046
2360,DB09047
2361,DB09048
2362,DB09049
2363,DB09050
2364,DB09052
2365,DB09053
2366,DB09054
2367,DB09055
2368,DB09056
2369,DB09057
2370,DB09059
2371,DB09060
2372,DB09061
2373,DB09062
2374,DB09063
2375,DB09064
2376,DB09065
2377,DB09066
2378,DB09067
2379,DB09068
2380,DB09069
2381,DB09070
2382,DB09071
2383,DB09072
2384,DB09073
2385,DB09074
2386,DB09075
2387,DB09076
2388,DB09077
2389,DB09078
2390,DB09079
2391,DB09080
2392,DB09081
2393,DB09082
2394,DB09083
2395,DB09084
2396,DB09085
2397,DB09087
2398,DB09089
2399,DB09090
2400,DB09091
2401,DB09092
2402,DB09093
2403,DB09095
2404,DB09096
2405,DB09097
2406,DB09098
2407,DB09099
2408,DB09100
2409,DB09101
2410,DB09102
2411,DB09103
2412,DB09104
2413,DB09105
2414,DB09106
2415,DB09107
2416,DB09109
2417,DB09111
2418,DB09112
2419,DB09113
2420,DB09116
2421,DB09117
2422,DB09118
2423,DB09119
2424,DB09121
2425,DB09122
2426,DB09123
2427,DB09124
2428,DB09125
2429,DB09128
2430,DB09129
2431,DB09130
2432,DB09132
2433,DB09133
2434,DB09134
2435,DB09135
2436,DB09136
2437,DB09137
2438,DB09139
2439,DB09142
2440,DB09143
2441,DB09146
2442,DB09147
2443,DB09148
2444,DB09149
2445,DB09153
2446,DB09154
2447,DB09156
2448,DB09161
2449,DB09163
2450,DB09165
2451,DB09166
2452,DB09167
2453,DB09173
2454,DB09174
2455,DB09183
2456,DB09184
2457,DB09185
2458,DB09186
2459,DB09187
2460,DB09190
2461,DB09194
2462,DB09195
2463,DB09198
2464,DB09199
2465,DB09200
2466,DB09201
2467,DB09202
2468,DB09203
2469,DB09204
2470,DB09205
2471,DB09206
2472,DB09207
2473,DB09208
2474,DB09209
2475,DB09210
2476,DB09211
2477,DB09212
2478,DB09213
2479,DB09214
2480,DB09215
2481,DB09216
2482,DB09217
2483,DB09218
2484,DB09219
2485,DB09220
2486,DB09221
2487,DB09222
2488,DB09223
2489,DB09224
2490,DB09225
2491,DB09226
2492,DB09227
2493,DB09228
2494,DB09229
2495,DB09230
2496,DB09231
2497,DB09232
2498,DB09234
2499,DB09235
2500,DB09236
2501,DB09237
2502,DB09238
2503,DB09239
2504,DB09240
2505,DB09241
2506,DB09242
2507,DB09243
2508,DB09244
2509,DB09245
2510,DB09246
2511,DB09247
2512,DB09248
2513,DB09249
2514,DB09250
2515,DB09251
2516,DB09252
2517,DB09253
2518,DB09254
2519,DB09255
2520,DB09256
2521,DB09257
2522,DB09258
2523,DB09259
2524,DB09260
2525,DB09261
2526,DB09262
2527,DB09263
2528,DB09264
2529,DB09265
2530,DB09266
2531,DB09267
2532,DB09268
2533,DB09269
2534,DB09270
2535,DB09271
2536,DB09272
2537,DB09273
2538,DB09274
2539,DB09275
2540,DB09276
2541,DB09277
2542,DB09278
2543,DB09279
2544,DB09280
2545,DB09281
2546,DB09282
2547,DB09283
2548,DB09284
2549,DB09285
2550,DB09286
2551,DB09287
2552,DB09288
2553,DB09289
2554,DB09290
2555,DB09291
2556,DB09292
2557,DB09293
2558,DB09295
2559,DB09296
2560,DB09297
2561,DB09298
2562,DB09299
2563,DB09300
2564,DB09301
2565,DB09302
2566,DB09303
2567,DB09304
2568,DB09305
2569,DB09307
2570,DB09308
2571,DB09309
2572,DB09310
2573,DB09311
2574,DB09312
2575,DB09317
2576,DB09318
2577,DB09319
2578,DB09320
2579,DB09321
2580,DB09322
2581,DB09324
2582,DB09325
2583,DB09327
2584,DB09328
2585,DB09329
2586,DB09330
2587,DB09331
2588,DB09335
2589,DB09338
2590,DB09341
2591,DB09342
2592,DB09343
2593,DB09344
2594,DB09345
2595,DB09351
2596,DB09352
2597,DB09357
2598,DB09363
2599,DB09369
2600,DB09371
2601,DB09374
2602,DB09378
2603,DB09381
2604,DB09383
2605,DB09389
2606,DB09394
2607,DB09395
2608,DB09400
2609,DB09401
2610,DB09407
2611,DB09409
2612,DB09413
2613,DB09414
2614,DB09418
2615,DB09421
2616,DB09449
2617,DB09456
2618,DB09459
2619,DB09462
2620,DB09472
2621,DB09477
2622,DB09480
2623,DB09481
2624,DB09483
2625,DB09484
2626,DB09488
2627,DB09496
2628,DB09499
2629,DB09501
2630,DB09502
2631,DB09507
2632,DB09508
2633,DB09511
2634,DB09517
2635,DB09527
2636,DB09532
2637,DB09536
2638,DB09539
2639,DB09543
2640,DB09546
2641,DB09555
2642,DB09559
2643,DB09564
2644,DB09568
2645,DB09570
2646,DB10062
2647,DB10076
2648,DB10276
2649,DB10283
2650,DB10317
2651,DB10318
2652,DB10342
2653,DB10343
2654,DB10349
2655,DB10351
2656,DB10353
2657,DB10365
2658,DB10366
2659,DB10370
2660,DB10379
2661,DB10389
2662,DB10394
2663,DB10395
2664,DB10403
2665,DB10404
2666,DB10489
2667,DB10494
2668,DB10532
2669,DB10583
2670,DB10584
2671,DB10600
2672,DB10713
2673,DB10714
2674,DB10715
2675,DB10716
2676,DB10717
2677,DB10719
2678,DB10769
2679,DB10794
2680,DB10803
2681,DB10804
2682,DB10805
2683,DB10836
2684,DB10879
2685,DB10949
2686,DB10962
2687,DB10963
2688,DB10964
2689,DB10966
2690,DB10989
2691,DB10990
2692,DB11003
2693,DB11038
2694,DB11040
2695,DB11041
2696,DB11044
2697,DB11050
2698,DB11051
2699,DB11057
2700,DB11059
2701,DB11068
2702,DB11074
2703,DB11077
2704,DB11079
2705,DB11081
2706,DB11085
2707,DB11089
2708,DB11090
2709,DB11091
2710,DB11093
2711,DB11094
2712,DB11095
2713,DB11097
2714,DB11098
2715,DB11102
2716,DB11107
2717,DB11110
2718,DB11113
2719,DB11114
2720,DB11121
2721,DB11124
2722,DB11126
2723,DB11127
2724,DB11130
2725,DB11133
2726,DB11135
2727,DB11136
2728,DB11142
2729,DB11145
2730,DB11148
2731,DB11153
2732,DB11154
2733,DB11156
2734,DB11164
2735,DB11166
2736,DB11168
2737,DB11171
2738,DB11175
2739,DB11181
2740,DB11189
2741,DB11198
2742,DB11199
2743,DB11210
2744,DB11228
2745,DB11230
2746,DB11231
2747,DB11235
2748,DB11238
2749,DB11239
2750,DB11248
2751,DB11251
2752,DB11256
2753,DB11268
2754,DB11273
2755,DB11274
2756,DB11278
2757,DB11281
2758,DB11282
2759,DB11306
2760,DB11311
2761,DB11312
2762,DB11315
2763,DB11328
2764,DB11330
2765,DB11338
2766,DB11348
2767,DB11352
2768,DB11358
2769,DB11362
2770,DB11363
2771,DB11364
2772,DB11365
2773,DB11366
2774,DB11367
2775,DB11371
2776,DB11372
2777,DB11373
2778,DB11375
2779,DB11376
2780,DB11377
2781,DB11380
2782,DB11383
2783,DB11387
2784,DB11389
2785,DB11390
2786,DB11397
2787,DB11400
2788,DB11401
2789,DB11404
2790,DB11405
2791,DB11408
2792,DB11410
2793,DB11411
2794,DB11412
2795,DB11413
2796,DB11416
2797,DB11417
2798,DB11419
2799,DB11423
2800,DB11425
2801,DB11426
2802,DB11428
2803,DB11429
2804,DB11432
2805,DB11442
2806,DB11443
2807,DB11446
2808,DB11447
2809,DB11448
2810,DB11454
2811,DB11455
2812,DB11458
2813,DB11459
2814,DB11461
2815,DB11462
2816,DB11463
2817,DB11464
2818,DB11466
2819,DB11467
2820,DB11468
2821,DB11470
2822,DB11471
2823,DB11473
2824,DB11474
2825,DB11475
2826,DB11477
2827,DB11478
2828,DB11480
2829,DB11481
2830,DB11485
2831,DB11487
2832,DB11490
2833,DB11491
2834,DB11493
2835,DB11502
2836,DB11507
2837,DB11510
2838,DB11511
2839,DB11512
2840,DB11518
2841,DB11519
2842,DB11520
2843,DB11525
2844,DB11526
2845,DB11529
2846,DB11537
2847,DB11540
2848,DB11541
2849,DB11543
2850,DB11544
2851,DB11549
2852,DB11552
2853,DB11554
2854,DB11555
2855,DB11556
2856,DB11560
2857,DB11564
2858,DB11567
2859,DB11568
2860,DB11569
2861,DB11574
2862,DB11575
2863,DB11576
2864,DB11577
2865,DB11580
2866,DB11581
2867,DB11582
2868,DB11586
2869,DB11587
2870,DB11590
2871,DB11591
2872,DB11593
2873,DB11595
2874,DB11596
2875,DB11598
2876,DB11603
2877,DB11604
2878,DB11606
2879,DB11608
2880,DB11609
2881,DB11613
2882,DB11614
2883,DB11616
2884,DB11617
2885,DB11618
2886,DB11619
2887,DB11621
2888,DB11622
2889,DB11624
2890,DB11627
2891,DB11630
2892,DB11632
2893,DB11633
2894,DB11635
2895,DB11636
2896,DB11637
2897,DB11638
2898,DB11640
2899,DB11641
2900,DB11642
2901,DB11644
2902,DB11646
2903,DB11651
2904,DB11652
2905,DB11653
2906,DB11657
2907,DB11660
2908,DB11661
2909,DB11662
2910,DB11664
2911,DB11668
2912,DB11669
2913,DB11672
2914,DB11674
2915,DB11675
2916,DB11678
2917,DB11680
2918,DB11685
2919,DB11686
2920,DB11688
2921,DB11689
2922,DB11691
2923,DB11693
2924,DB11694
2925,DB11697
2926,DB11698
2927,DB11699
2928,DB11703
2929,DB11707
2930,DB11708
2931,DB11712
2932,DB11713
2933,DB11714
2934,DB11715
2935,DB11716
2936,DB11717
2937,DB11718
2938,DB11720
2939,DB11723
2940,DB11727
2941,DB11730
2942,DB11731
2943,DB11732
2944,DB11737
2945,DB11738
2946,DB11742
2947,DB11744
2948,DB11746
2949,DB11750
2950,DB11751
2951,DB11752
2952,DB11753
2953,DB11755
2954,DB11756
2955,DB11757
2956,DB11758
2957,DB11760
2958,DB11767
2959,DB11770
2960,DB11771
2961,DB11774
2962,DB11776
2963,DB11779
2964,DB11780
2965,DB11783
2966,DB11785
2967,DB11789
2968,DB11792
2969,DB11793
2970,DB11795
2971,DB11799
2972,DB11800
2973,DB11803
2974,DB11805
2975,DB11808
2976,DB11809
2977,DB11812
2978,DB11817
2979,DB11823
2980,DB11824
2981,DB11826
2982,DB11827
2983,DB11828
2984,DB11830
2985,DB11832
2986,DB11834
2987,DB11837
2988,DB11840
2989,DB11841
2990,DB11842
2991,DB11844
2992,DB11849
2993,DB11850
2994,DB11855
2995,DB11856
2996,DB11857
2997,DB11859
2998,DB11860
2999,DB11862
3000,DB11866
3001,DB11868
3002,DB11869
3003,DB11871
3004,DB11873
3005,DB11880
3006,DB11884
3007,DB11886
3008,DB11888
3009,DB11889
3010,DB11891
3011,DB11892
3012,DB11894
3013,DB11898
3014,DB11901
3015,DB11903
3016,DB11904
3017,DB11907
3018,DB11912
3019,DB11914
3020,DB11915
3021,DB11918
3022,DB11919
3023,DB11921
3024,DB11930
3025,DB11935
3026,DB11936
3027,DB11942
3028,DB11943
3029,DB11944
3030,DB11945
3031,DB11948
3032,DB11950
3033,DB11951
3034,DB11952
3035,DB11957
3036,DB11959
3037,DB11960
3038,DB11963
3039,DB11964
3040,DB11967
3041,DB11972
3042,DB11973
3043,DB11976
3044,DB11978
3045,DB11979
3046,DB11984
3047,DB11986
3048,DB11988
3049,DB11989
3050,DB11992
3051,DB11994
3052,DB11995
3053,DB11998
3054,DB11999
3055,DB12001
3056,DB12007
3057,DB12010
3058,DB12013
3059,DB12015
3060,DB12020
3061,DB12023
3062,DB12025
3063,DB12026
3064,DB12028
3065,DB12034
3066,DB12035
3067,DB12036
3068,DB12037
3069,DB12048
3070,DB12051
3071,DB12053
3072,DB12054
3073,DB12056
3074,DB12057
3075,DB12062
3076,DB12070
3077,DB12071
3078,DB12073
3079,DB12077
3080,DB12080
3081,DB12081
3082,DB12082
3083,DB12083
3084,DB12085
3085,DB12086
3086,DB12089
3087,DB12090
3088,DB12092
3089,DB12093
3090,DB12097
3091,DB12100
3092,DB12102
3093,DB12104
3094,DB12105
3095,DB12107
3096,DB12108
3097,DB12110
3098,DB12111
3099,DB12112
3100,DB12118
3101,DB12119
3102,DB12123
3103,DB12124
3104,DB12126
3105,DB12127
3106,DB12130
3107,DB12131
3108,DB12137
3109,DB12141
3110,DB12142
3111,DB12146
3112,DB12147
3113,DB12148
3114,DB12151
3115,DB12152
3116,DB12156
3117,DB12157
3118,DB12159
3119,DB12161
3120,DB12163
3121,DB12169
3122,DB12174
3123,DB12177
3124,DB12182
3125,DB12184
3126,DB12185
3127,DB12189
3128,DB12192
3129,DB12193
3130,DB12194
3131,DB12202
3132,DB12205
3133,DB12208
3134,DB12212
3135,DB12213
3136,DB12216
3137,DB12221
3138,DB12222
3139,DB12225
3140,DB12229
3141,DB12230
3142,DB12231
3143,DB12232
3144,DB12240
3145,DB12243
3146,DB12245
3147,DB12246
3148,DB12248
3149,DB12250
3150,DB12257
3151,DB12258
3152,DB12259
3153,DB12261
3154,DB12264
3155,DB12266
3156,DB12267
3157,DB12268
3158,DB12273
3159,DB12274
3160,DB12278
3161,DB12279
3162,DB12281
3163,DB12286
3164,DB12289
3165,DB12290
3166,DB12293
3167,DB12296
3168,DB12301
3169,DB12307
3170,DB12308
3171,DB12313
3172,DB12314
3173,DB12317
3174,DB12319
3175,DB12321
3176,DB12323
3177,DB12327
3178,DB12329
3179,DB12331
3180,DB12332
3181,DB12335
3182,DB12338
3183,DB12339
3184,DB12340
3185,DB12341
3186,DB12342
3187,DB12343
3188,DB12344
3189,DB12352
3190,DB12361
3191,DB12363
3192,DB12364
3193,DB12371
3194,DB12376
3195,DB12377
3196,DB12379
3197,DB12381
3198,DB12382
3199,DB12385
3200,DB12386
3201,DB12391
3202,DB12395
3203,DB12396
3204,DB12399
3205,DB12401
3206,DB12406
3207,DB12409
3208,DB12412
3209,DB12413
3210,DB12416
3211,DB12417
3212,DB12422
3213,DB12425
3214,DB12427
3215,DB12431
3216,DB12445
3217,DB12447
3218,DB12455
3219,DB12456
3220,DB12457
3221,DB12459
3222,DB12461
3223,DB12465
3224,DB12466
3225,DB12470
3226,DB12473
3227,DB12474
3228,DB12478
3229,DB12480
3230,DB12482
3231,DB12483
3232,DB12487
3233,DB12489
3234,DB12492
3235,DB12498
3236,DB12500
3237,DB12515
3238,DB12518
3239,DB12520
3240,DB12523
3241,DB12525
3242,DB12526
3243,DB12530
3244,DB12531
3245,DB12532
3246,DB12534
3247,DB12537
3248,DB12539
3249,DB12543
3250,DB12545
3251,DB12549
3252,DB12551
3253,DB12554
3254,DB12560
3255,DB12565
3256,DB12568
3257,DB12576
3258,DB12577
3259,DB12578
3260,DB12579
3261,DB12582
3262,DB12584
3263,DB12585
3264,DB12589
3265,DB12590
3266,DB12593
3267,DB12596
3268,DB12598
3269,DB12604
3270,DB12609
3271,DB12610
3272,DB12612
3273,DB12615
3274,DB12617
3275,DB12625
3276,DB12629
3277,DB12637
3278,DB12638
3279,DB12645
3280,DB12647
3281,DB12649
3282,DB12661
3283,DB12667
3284,DB12670
3285,DB12671
3286,DB12677
3287,DB12681
3288,DB12683
3289,DB12687
3290,DB12688
3291,DB12692
3292,DB12693
3293,DB12695
3294,DB12697
3295,DB12698
3296,DB12699
3297,DB12701
3298,DB12704
3299,DB12708
3300,DB12710
3301,DB12712
3302,DB12713
3303,DB12718
3304,DB12725
3305,DB12726
3306,DB12730
3307,DB12734
3308,DB12736
3309,DB12749
3310,DB12752
3311,DB12753
3312,DB12766
3313,DB12768
3314,DB12769
3315,DB12770
3316,DB12771
3317,DB12773
3318,DB12775
3319,DB12776
3320,DB12779
3321,DB12781
3322,DB12783
3323,DB12789
3324,DB12791
3325,DB12797
3326,DB12799
3327,DB12803
3328,DB12806
3329,DB12807
3330,DB12814
3331,DB12815
3332,DB12820
3333,DB12821
3334,DB12823
3335,DB12825
3336,DB12826
3337,DB12829
3338,DB12831
3339,DB12832
3340,DB12833
3341,DB12836
3342,DB12839
3343,DB12842
3344,DB12843
3345,DB12844
3346,DB12845
3347,DB12846
3348,DB12849
3349,DB12866
3350,DB12867
3351,DB12870
3352,DB12873
3353,DB12877
3354,DB12881
3355,DB12883
3356,DB12884
3357,DB12887
3358,DB12890
3359,DB12891
3360,DB12893
3361,DB12901
3362,DB12902
3363,DB12909
3364,DB12912
3365,DB12916
3366,DB12917
3367,DB12920
3368,DB12921
3369,DB12923
3370,DB12924
3371,DB12926
3372,DB12927
3373,DB12930
3374,DB12935
3375,DB12939
3376,DB12941
3377,DB12942
3378,DB12943
3379,DB12945
3380,DB12947
3381,DB12948
3382,DB12950
3383,DB12951
3384,DB12952
3385,DB12958
3386,DB12967
3387,DB12975
3388,DB12976
3389,DB12978
3390,DB12987
3391,DB12989
3392,DB12991
3393,DB12996
3394,DB13001
3395,DB13003
3396,DB13005
3397,DB13007
3398,DB13014
3399,DB13017
3400,DB13025
3401,DB13026
3402,DB13027
3403,DB13028
3404,DB13029
3405,DB13036
3406,DB13037
3407,DB13041
3408,DB13044
3409,DB13045
3410,DB13046
3411,DB13058
3412,DB13064
3413,DB13066
3414,DB13068
3415,DB13069
3416,DB13070
3417,DB13073
3418,DB13074
3419,DB13075
3420,DB13077
3421,DB13082
3422,DB13092
3423,DB13097
3424,DB13099
3425,DB13104
3426,DB13105
3427,DB13108
3428,DB13114
3429,DB13124
3430,DB13125
3431,DB13127
3432,DB13128
3433,DB13132
3434,DB13133
3435,DB13135
3436,DB13136
3437,DB13139
3438,DB13140
3439,DB13142
3440,DB13143
3441,DB13144
3442,DB13145
3443,DB13148
3444,DB13149
3445,DB13150
3446,DB13151
3447,DB13152
3448,DB13155
3449,DB13156
3450,DB13158
3451,DB13160
3452,DB13164
3453,DB13166
3454,DB13167
3455,DB13169
3456,DB13170
3457,DB13172
3458,DB13174
3459,DB13177
3460,DB13178
3461,DB13179
3462,DB13180
3463,DB13182
3464,DB13185
3465,DB13189
3466,DB13191
3467,DB13192
3468,DB13197
3469,DB13199
3470,DB13200
3471,DB13201
3472,DB13203
3473,DB13206
3474,DB13208
3475,DB13209
3476,DB13211
3477,DB13213
3478,DB13214
3479,DB13217
3480,DB13219
3481,DB13221
3482,DB13223
3483,DB13225
3484,DB13228
3485,DB13229
3486,DB13230
3487,DB13231
3488,DB13232
3489,DB13233
3490,DB13234
3491,DB13240
3492,DB13241
3493,DB13243
3494,DB13244
3495,DB13246
3496,DB13248
3497,DB13249
3498,DB13251
3499,DB13252
3500,DB13253
3501,DB13254
3502,DB13255
3503,DB13256
3504,DB13257
3505,DB13259
3506,DB13261
3507,DB13264
3508,DB13265
3509,DB13266
3510,DB13269
3511,DB13270
3512,DB13273
3513,DB13274
3514,DB13275
3515,DB13277
3516,DB13279
3517,DB13280
3518,DB13283
3519,DB13284
3520,DB13286
3521,DB13287
3522,DB13288
3523,DB13292
3524,DB13293
3525,DB13294
3526,DB13295
3527,DB13300
3528,DB13303
3529,DB13304
3530,DB13307
3531,DB13310
3532,DB13312
3533,DB13313
3534,DB13314
3535,DB13316
3536,DB13317
3537,DB13318
3538,DB13319
3539,DB13320
3540,DB13322
3541,DB13323
3542,DB13324
3543,DB13327
3544,DB13328
3545,DB13331
3546,DB13334
3547,DB13335
3548,DB13337
3549,DB13338
3550,DB13339
3551,DB13340
3552,DB13341
3553,DB13345
3554,DB13346
3555,DB13347
3556,DB13349
3557,DB13350
3558,DB13351
3559,DB13352
3560,DB13354
3561,DB13357
3562,DB13358
3563,DB13359
3564,DB13360
3565,DB13362
3566,DB13364
3567,DB13365
3568,DB13367
3569,DB13368
3570,DB13369
3571,DB13370
3572,DB13371
3573,DB13374
3574,DB13375
3575,DB13377
3576,DB13378
3577,DB13380
3578,DB13381
3579,DB13382
3580,DB13384
3581,DB13385
3582,DB13386
3583,DB13393
3584,DB13394
3585,DB13396
3586,DB13398
3587,DB13399
3588,DB13400
3589,DB13401
3590,DB13402
3591,DB13403
3592,DB13405
3593,DB13406
3594,DB13407
3595,DB13408
3596,DB13409
3597,DB13410
3598,DB13411
3599,DB13413
3600,DB13414
3601,DB13418
3602,DB13420
3603,DB13422
3604,DB13423
3605,DB13425
3606,DB13429
3607,DB13430
3608,DB13432
3609,DB13433
3610,DB13434
3611,DB13435
3612,DB13437
3613,DB13443
3614,DB13446
3615,DB13448
3616,DB13449
3617,DB13451
3618,DB13452
3619,DB13453
3620,DB13454
3621,DB13455
